AccessCategoryID,CustomerID,CategoryName,PageViewed,VisitDuration,LastAccessed,DeviceType,BrowserType,ReferralSource,ClicksCount,Conversions
2eff829a-50d2-42a8-ba69-93ff02d6a4bc,021ce694-0955-4b46-81c8-67f3b97997c0,Pretty,2,2197,2024-03-15,Desktop,Chrome,Direct,3,1
7ac64437-fd8f-4cb4-b2b0-ac42859d2bb4,c6140508-6323-486a-a95b-86bc128a267c,Work,18,1948,2024-05-11,Mobile,Safari,Search Engine,9,4
08b433ab-f6fb-4238-84ff-94321c0a7711,e9134c54-b6b4-4f24-9a84-b9d1514b90d0,Discussion,16,2031,2024-05-05,Tablet,Chrome,Search Engine,10,4
a983839e-3ce5-4185-b223-41f1b8b0d36e,260c0820-7801-4586-b34d-722add70a919,Should,8,1111,2024-07-16,Mobile,Chrome,Search Engine,18,2
2ceffdd6-b0b3-40de-8669-a802f6a12697,50bc22b1-78b6-47fc-a48e-62fe265679f7,Official,17,176,2024-04-15,Desktop,Edge,Social Media,50,5
27b1d1d8-a115-4220-8965-f16050c6a594,6b6c9ec8-f1aa-4955-8288-fe559d242877,Away,2,1379,2024-02-06,Tablet,Chrome,Social Media,26,2
fd99fa8d-adbd-4745-9d29-0b080f1172a8,aacfed83-1047-4c99-87fd-b6f9c77799de,Child,11,223,2024-05-06,Tablet,Edge,Social Media,33,1
6f0c32c3-aea0-4ecd-a328-a8e6c972412b,5cbaadb0-e2bf-41c8-8c0a-76846355446c,Near,13,494,2024-03-06,Desktop,Edge,Search Engine,11,1
a7d7b578-d413-40d6-8bf9-8a09a7491190,44ac2a9a-8797-4783-b02a-79a6bf5598a1,Half,4,4452,2024-02-22,Tablet,Chrome,Social Media,14,5
b4ce5be5-4dcc-4625-aa1f-247f198b89b0,db2d80a2-6449-458b-94e1-9f27f6008b69,After,18,3285,2024-04-13,Desktop,Safari,Direct,48,4
59e81bba-c120-4b6a-a44a-18491b4f170e,cac0a9d0-e4d5-4876-ae46-4170b5e46aea,Poor,11,2295,2024-05-10,Mobile,Firefox,Direct,30,0
0ba8ebd0-5e7a-405c-b11d-c17f055dc07c,c63c73ad-34dd-40cd-9be9-e26d8f7a0883,With,12,2059,2024-05-05,Desktop,Firefox,Direct,46,4
640c8f02-86ba-4d81-b0a6-c2ceedd80109,92f298c0-0cc5-430e-a17d-919460c69653,Strategy,6,3534,2024-02-22,Tablet,Firefox,Search Engine,39,4
43cb4187-c46b-473c-b333-9892fde88441,7f08fe9c-a8fa-4d90-af42-2f36325bdf6c,Total,2,457,2024-01-31,Mobile,Chrome,Social Media,50,5
e1180e1b-d564-493d-872d-915c727a52e5,74cdb511-379a-4cf1-bc3d-e7cd16cb9b77,Style,12,2121,2024-05-01,Desktop,Safari,Search Engine,34,2
16e973e0-bc44-4c82-9f7a-eb25574a0931,5874746c-41fd-42d5-907a-b83094055e2b,Board,5,556,2024-04-29,Tablet,Edge,Social Media,8,5
63a10377-da86-4204-b240-3d5342a8d337,f7dd9acb-093d-4e93-a20f-4bce3f5b5881,Among,5,1357,2024-02-03,Desktop,Edge,Direct,35,2
40fb5dfd-d739-4087-b858-7a23bb568492,87afc4ad-2d67-41d6-b50f-855c05c4b651,Network,12,2909,2024-07-08,Desktop,Chrome,Social Media,5,5
3ef3ab1f-334e-4b47-99c1-8b0b6f4834c3,d8574822-b7c2-4052-ae1b-e60d5aef8233,Allow,4,4726,2024-05-20,Tablet,Edge,Search Engine,5,5
ea2c766a-5465-440b-9507-ab258beb31db,642d928d-b3c4-475b-8931-b3cce50fb984,Other,15,1211,2024-02-09,Desktop,Firefox,Search Engine,36,0
8e58a0b8-0721-4162-b3e5-8b14bc0c3117,67ee20d7-9deb-4483-abff-77f312464195,Truth,14,2290,2024-04-18,Desktop,Firefox,Direct,41,4
3256d933-665d-4056-a645-05af3c3c4820,7128657b-c4c6-4e6c-a6c9-d2ff9488c594,Inside,18,2578,2024-05-21,Tablet,Firefox,Social Media,43,5
5fbbb75c-f7c2-425b-a309-ba8c9a33ac0f,bb1892c1-a408-4e74-b5af-56a752b88ab6,Personal,2,1812,2024-08-06,Desktop,Edge,Direct,36,4
49bc91c8-7d5f-4b00-987c-ea94f72b210b,918341aa-2761-4501-bb31-ed2f3a2a691e,Scene,7,2334,2024-03-02,Tablet,Firefox,Search Engine,4,4
42df356d-1a9d-458d-9405-9a1d35ed32c7,e86c8ba6-ab86-4ec1-acd9-1bd046d8fb4d,Board,10,3156,2024-02-28,Mobile,Chrome,Direct,40,2
44c954ae-54bc-42e4-be60-a02e32efaeff,88bf3e7e-5d16-42af-b142-6202893b5d13,Safe,15,2421,2024-04-24,Mobile,Chrome,Search Engine,28,4
961423d8-7aff-45f2-8695-d134e34df831,c5d476a8-30cf-4c3d-972f-bbcc966990ca,Exist,1,1374,2024-01-07,Tablet,Chrome,Search Engine,27,1
472985da-5f54-4203-af77-552e89010c35,9d0aaa19-e329-45dc-9f0a-5f035fb6693c,Put,9,3299,2024-05-20,Tablet,Safari,Social Media,10,5
233c70fd-2735-4761-a9a0-2fb3017c80cf,aacfed83-1047-4c99-87fd-b6f9c77799de,Sense,11,1771,2024-05-07,Tablet,Chrome,Search Engine,49,3
a5147b25-34ed-4bc8-b552-370dd6dbd649,6a2d27b6-d2a7-4c01-b8a7-72313fc7fab1,Military,11,1609,2024-08-04,Tablet,Firefox,Social Media,38,4
bcdf0e9f-331f-4698-ac8d-db88bb30b591,14b502bb-938f-4076-85eb-9c9b387ddeac,Rich,16,2032,2024-05-10,Mobile,Safari,Direct,12,3
659162c9-ef06-4fe7-ba12-19b098d7135d,15db6e1e-b9cd-4ec7-9e67-73edf2cc105f,Movie,2,652,2024-03-08,Mobile,Edge,Search Engine,28,5
ce43644a-02bf-491f-b7d0-cf9a09ea1449,69fdbc18-62ef-441c-9380-5c1a5401a0f3,Draw,1,1202,2024-06-26,Tablet,Safari,Social Media,20,5
e8606a3e-554b-4dc4-8b01-84b3171773a1,cad93052-22e4-43db-b9c8-321d4644dc28,Cut,19,1681,2024-05-22,Desktop,Edge,Search Engine,8,4
b08bcebe-5662-4c19-b325-eebb085e282c,40a75e07-16b7-4ddb-a700-fbb57d15d86a,Statement,12,741,2024-01-11,Tablet,Edge,Search Engine,15,4
92efd76d-b4cf-4eed-b235-81f8108dfc4f,7f08fe9c-a8fa-4d90-af42-2f36325bdf6c,Away,2,838,2024-02-14,Desktop,Edge,Direct,20,2
be21240f-f470-4f43-bab2-7c65808bd639,79a66689-7909-4336-9bbc-0ef9f3586192,At,4,34,2024-05-27,Mobile,Edge,Direct,32,1
e6d5f988-880f-4311-ad3e-3e50d42b660b,50ad36af-e3bb-4b02-af26-cb3e89c73a4f,Option,18,3330,2024-03-31,Tablet,Edge,Direct,10,0
f1964c02-14cf-40a0-8452-cf6173b9c296,853c80d8-7f25-4988-a70c-6e4bc405b9ed,Product,15,615,2024-07-10,Desktop,Safari,Social Media,12,0
9129b2a3-32d1-40ec-932e-0fbf6f5ab057,fdb83134-4729-4afe-ba8b-3cd638a929d5,Benefit,20,2797,2024-06-05,Desktop,Firefox,Social Media,32,5
3624433d-3006-4bde-8127-80551a363096,d8574822-b7c2-4052-ae1b-e60d5aef8233,Which,2,1301,2024-07-09,Desktop,Safari,Social Media,19,5
f9d68273-0508-47e7-bd18-a5e1f71d55e4,6f05b98d-f98c-40c5-96ea-0231f553b6ac,Drop,19,25,2024-01-01,Tablet,Edge,Direct,31,2
b125bb8e-34b9-4602-8d65-c92abed0aabf,fc955b31-574d-413f-89ce-43eac2162f2a,Shoulder,15,4550,2024-06-02,Desktop,Edge,Social Media,5,5
47382a59-56db-4ada-b55f-6e186fb4c906,ed8f6733-5930-4b12-8399-e97f1c463dbe,Consider,7,3438,2024-07-22,Desktop,Safari,Search Engine,42,1
